,name,company,year,Price,fuel_type,distance
300,Mini Cooper S,Mini,0.75,"18,91,111",Petrol,0.0325
301,Tata Indigo CS LS DiCOR,Tata,0.5833333333333334,"72,500",Diesel,0.115
302,Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,1.0,"6,10,000",Petrol,0.0001825
303,Mahindra Scorpio VLX Special Edition BS III,Mahindra,0.375,"2,30,000",Diesel,0.4
304,Tata Indica eV2 LS,Tata,0.9166666666666666,Ask For Price,Diesel,0.21
305,Honda Accord,Honda,0.5833333333333334,"1,75,000",Petrol,0.1463975
306,Mahindra Scorpio S4,Mahindra,0.8333333333333334,"8,55,000",Diesel,0.075
307,Chevrolet Tavera Neo,Chevrolet,0.75,"3,75,000",Diesel,0.1375
308,Ford EcoSport Titanium 1.5 TDCi,Ford,0.7916666666666666,"5,20,000",Diesel,0.1425
309,Maruti Suzuki Ertiga,Maruti,0.8333333333333334,"5,24,999",Diesel,0.125
310,Honda Amaze,Honda,0.7916666666666666,"2,99,999",Petrol,0.0925
311,Maruti Suzuki Dzire,Maruti,0.7083333333333334,"2,99,999",Petrol,0.1
312,Honda City,Honda,0.6666666666666666,"2,84,999",Petrol,0.1375
313,Mahindra Scorpio 2.6 CRDe,Mahindra,0.5,"2,20,000",Diesel,0.425
314,Maruti Suzuki Dzire,Maruti,0.7916666666666666,"4,24,999",Diesel,0.1375
315,Honda City,Honda,0.8333333333333334,"6,44,999",Petrol,0.0975
316,Honda Mobilio,Honda,0.7916666666666666,"3,99,999",Petrol,0.11
317,Toyota Corolla Altis,Toyota,0.5833333333333334,"1,99,999",Petrol,0.1625
318,Honda City,Honda,0.7916666666666666,"5,84,999",Petrol,0.0975
319,Skoda Laura,Skoda,0.7083333333333334,"3,49,999",Diesel,0.11
320,Renault Duster,Renault,0.8333333333333334,"4,49,999",Diesel,0.1225
321,Maruti Suzuki Ertiga,Maruti,0.9583333333333334,"7,99,999",Diesel,0.0225
322,Maruti Suzuki Dzire,Maruti,0.8333333333333334,"4,44,999",Diesel,0.1125
323,Mahindra XUV500,Mahindra,0.7916666666666666,"6,49,999",Diesel,0.1175
324,Hyundai Verna Fluidic,Hyundai,0.7083333333333334,"4,44,999",Diesel,0.1
325,Maruti Suzuki Vitara Brezza,Maruti,0.875,"6,89,999",Diesel,0.0725
326,Maruti Suzuki Wagon R,Maruti,0.875,"3,44,999",Petrol,0.0375
327,Mahindra Scorpio,Mahindra,0.8333333333333334,"9,44,999",Diesel,0.1125
328,Honda Amaze,Honda,0.7916666666666666,"2,74,999",Petrol,0.0875
329,Mahindra XUV500,Mahindra,0.75,"6,89,999",Diesel,0.2
330,Mahindra Scorpio,Mahindra,0.75,"5,74,999",Diesel,0.17
331,Skoda Laura,Skoda,0.75,"3,74,999",Diesel,0.125
332,Volkswagen Polo,Volkswagen,0.625,"1,99,999",Diesel,0.15
333,Hyundai Elite i20,Hyundai,0.875,"5,49,999",Petrol,0.0225
334,Tata Manza Aura Quadrajet,Tata,0.7083333333333334,"1,30,000",Diesel,0.18
335,Chevrolet Sail UVA Petrol LT ABS,Chevrolet,0.75,"2,10,000",Petrol,0.15
336,Renault Duster 110 PS RxZ Diesel Plus,Renault,0.7083333333333334,"5,01,000",Diesel,0.095
337,Hyundai Verna Fluidic 1.6 VTVT SX,Hyundai,0.75,"4,01,000",Diesel,0.1125
338,Audi A4 2.0 TDI 177bhp Premium,Audi,0.7083333333333334,"13,50,000",Diesel,0.1
339,Hyundai Elantra SX,Hyundai,0.75,"6,00,000",Petrol,0.05
340,Mahindra Scorpio VLX 4WD Airbag,Mahindra,0.75,"6,10,000",Diesel,0.0875
341,Mahindra KUV100 K8 D 6 STR,Mahindra,0.875,"4,00,000",Diesel,0.05
342,Renault Scala RxL Diesel Travelogue,Renault,0.8333333333333334,"3,75,000",Diesel,0.0625
343,Mahindra Quanto C8,Mahindra,0.75,"3,75,000",Diesel,0.05
344,Hyundai Grand i10 Sportz O 1.2 Kappa VTVT,Hyundai,0.7916666666666666,"3,65,000",Petrol,0.05
345,Hyundai i20 Active 1.2 SX,Hyundai,0.8333333333333334,"5,00,000",Petrol,0.045
346,Mahindra Xylo E4,Mahindra,0.7083333333333334,"4,00,000",Diesel,0.0875
347,Hyundai Grand i10,Hyundai,0.9166666666666666,"5,24,999",Petrol,0.0170525
348,Hyundai i20,Hyundai,0.7916666666666666,"4,49,999",Petrol,0.0575
349,Hyundai Eon,Hyundai,0.7916666666666666,"1,74,999",Petrol,0.035
350,Hyundai i10,Hyundai,0.7083333333333334,"2,44,999",Petrol,0.095
351,Hyundai i20 Active,Hyundai,0.8333333333333334,"5,74,999",Diesel,0.0875
352,Datsun Redi GO,Datsun,0.9166666666666666,"2,44,999",Petrol,0.055
353,Toyota Etios Liva,Toyota,0.6666666666666666,"2,39,999",Petrol,0.1025
354,Hyundai Accent,Hyundai,0.625,"99,999",Petrol,0.1125
355,Hyundai Verna,Hyundai,0.7916666666666666,"4,89,999",Diesel,0.11
356,Maruti Suzuki Swift,Maruti,0.75,"3,24,999",Diesel,0.1125
357,Toyota Fortuner,Toyota,0.6666666666666666,"10,74,999",Diesel,0.13
358,Hyundai i10 Sportz,Hyundai,0.7083333333333334,"2,30,000",Petrol,0.085
359,Mahindra Bolero Power Plus SLE,Mahindra,0.9583333333333334,"6,99,000",Diesel,0.0045
361,Mahindra XUV500,Mahindra,0.8333333333333334,"10,00,000",Diesel,0.0375
362,Honda City 1.5 V MT Exclusive,Honda,0.625,"2,40,000",Petrol,1.0
363,Chevrolet Spark LT 1.0 Airbag,Chevrolet,0.5833333333333334,"1,10,000",Petrol,0.11
364,Mahindra Jeep MM 550 XDB,Mahindra,1.0,"3,90,000",Diesel,0.00015
365,Renault Duster 110PS Diesel RxZ,Renault,0.7083333333333334,"5,01,000",Diesel,0.0875
366,Mahindra XUV500,Mahindra,0.875,"11,30,000",Diesel,0.18
367,Tata Indigo eCS VX CR4 BS IV,Tata,0.7916666666666666,"2,50,000",Diesel,0.1
369,Mahindra Bolero SLE BS IV,Mahindra,0.75,"3,30,000",Diesel,0.2005
370,Force Motors Force One LX ABS 7 STR,Force,0.8333333333333334,"5,80,000",Diesel,0.008
371,Skoda Rapid Elegance 1.6 TDI CR MT,Skoda,0.75,"3,40,000",Diesel,0.12
372,Tata Vista Quadrajet VX,Tata,0.6666666666666666,"1,20,000",Diesel,0.225
373,Maruti Suzuki Alto K10 VXi AT,Maruti,0.8333333333333334,"2,65,000",Petrol,0.03
374,Maruti Suzuki SX4,Maruti,0.7083333333333334,"2,65,000",Diesel,0.115
375,Maruti Suzuki Zen LXi BS III,Maruti,0.3333333333333333,"85,000",Petrol,0.17475
376,Mahindra Jeep CL550 MDI,Mahindra,1.0,"3,79,000",Diesel,0.0
377,Hyundai i10 Magna 1.2,Hyundai,0.6666666666666666,"1,75,000",Petrol,0.1125
378,Maruti Suzuki Alto 800,Maruti,0.8333333333333334,"2,19,000",Petrol,0.0125
379,Maruti Suzuki Swift Dzire Tour LDi,Maruti,0.875,"3,50,000",Diesel,0.415
380,Honda City ZX EXi,Honda,0.5416666666666666,"1,49,000",Petrol,0.105
381,Mahindra Jeep CL550 MDI,Mahindra,0.9583333333333334,"3,85,000",Diesel,0.00147
382,Mahindra Jeep MM 550 XDB,Mahindra,0.4583333333333333,"4,25,000",Diesel,0.000305
383,Chevrolet Beat Diesel,Chevrolet,0.9166666666666666,"1,50,000",Diesel,0.155
384,Honda City 1.5 S MT,Honda,0.625,"2,25,000",Petrol,0.175
386,Hyundai Verna 1.4 VTVT,Hyundai,0.7916666666666666,"3,75,000",Petrol,0.09
387,Toyota Innova 2.5 E MS 7 STR BS IV,Toyota,0.7083333333333334,"7,70,000",Diesel,0.0
388,Maruti Suzuki Alto 800 Lxi,Maruti,0.9583333333333334,Ask For Price,Petrol,0.06
389,Maruti Suzuki Maruti 800 Std – Befo,Maruti,0.0,"30,000",Petrol,0.1375
390,Toyota Etios,Toyota,0.6666666666666666,"2,75,000",Diesel,0.09
391,Volkswagen Polo,Volkswagen,0.8333333333333334,"3,30,000",Diesel,0.095
392,Maruti Suzuki Swift,Maruti,0.7916666666666666,"3,35,000",Diesel,0.1375
393,Hyundai Elite i20 Asta 1.4 CRDI,Hyundai,0.8333333333333334,"4,50,000",Diesel,0.05
394,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,0.7083333333333334,"2,25,000",Petrol,0.1
396,Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,0.375,"80,000",Petrol,0.125
397,Tata Indigo LX TDI BS III,Tata,0.875,"1,30,000",Diesel,0.26
398,Volkswagen Vento Konekt Diesel Highline,Volkswagen,0.6666666666666666,"2,45,000",Diesel,0.1625
399,Mercedes Benz C Class 200 CDI Classic,Mercedes,0.2916666666666667,"3,99,000",Petrol,0.1025
400,Maruti Suzuki Ertiga VDi,Maruti,0.75,"4,50,000",Diesel,0.225
402,Honda City,Honda,0.20833333333333334,"65,000",Petrol,0.2
403,Hyundai Santro Xing GLS,Hyundai,0.4583333333333333,"75,000",Petrol,0.115
404,Maruti Suzuki Omni Limited Edition,Maruti,0.25,"70,000",Petrol,0.175
405,Hyundai Sonata Transform 2.4 GDi MT,Hyundai,0.9166666666666666,"1,90,000",Diesel,0.0911725
406,Hyundai Elite i20 Sportz 1.2,Hyundai,0.9583333333333334,"6,00,000",Petrol,0.0195
407,Volkswagen Vento Konekt Diesel Highline,Volkswagen,0.6666666666666666,"2,45,000",Diesel,0.1625
408,Maruti Suzuki Alto 800 Lxi,Maruti,0.9166666666666666,"2,40,000",Petrol,0.15
409,Maruti Suzuki Alto LXi BS III,Maruti,0.6666666666666666,"1,55,000",Petrol,0.08
410,Honda Jazz S MT,Honda,0.5833333333333334,"1,69,999",Petrol,0.0617375
411,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,0.9166666666666666,"4,50,000",Petrol,0.0378525
412,Maruti Suzuki Zen LXi BSII,Maruti,0.25,"40,000",Petrol,0.1
413,Mahindra Scorpio W Turbo 2.6DX 9 Seater,Mahindra,0.7083333333333334,"1,65,000",Diesel,0.1625
415,Maruti Suzuki Alto K10 VXi,Maruti,0.7916666666666666,"2,70,000",Petrol,0.055
416,Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,0.875,"2,80,000",Diesel,0.149775
417,Mahindra XUV500 W8,Mahindra,0.7083333333333334,"5,60,000",Diesel,0.25
418,Hyundai Creta 1.6 SX Plus Petrol,Hyundai,0.875,"9,50,000",Petrol,0.0625
419,Hyundai i20 Magna O 1.2,Hyundai,0.75,"3,10,000",Petrol,0.0875
420,Renault Duster 85 PS RxL Explore LE,Renault,0.8333333333333334,"7,15,000",Diesel,0.1625
421,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,0.7916666666666666,"3,40,000",Petrol,0.0875
422,Honda Brio V MT,Honda,0.7083333333333334,"2,35,000",Petrol,0.0825
423,Mahindra TUV300 T4 Plus,Mahindra,0.9166666666666666,"6,10,000",Diesel,0.17
424,Chevrolet Spark LS 1.0,Chevrolet,0.625,"95,000",Petrol,0.0575
425,Mahindra TUV300 T8,Mahindra,0.9583333333333334,"10,00,000",Diesel,0.01125
426,Maruti Suzuki Swift Dzire Tour LDi,Maruti,0.8333333333333334,"2,20,000",Diesel,0.3225
427,Nissan X Trail Select Variant,Nissan,1.0,"12,00,000",Diesel,0.00075
428,Maruti Suzuki Alto 800 Vxi,Maruti,0.8333333333333334,"2,30,000",Petrol,0.0125
429,Ford Ikon 1.3 CLXi NXt Finesse,Ford,0.25,"45,000",Petrol,0.1625
430,Toyota Fortuner 3.0 4x4 MT,Toyota,0.625,"9,40,000",Diesel,0.3275
431,Tata Manza ELAN Quadrajet,Tata,0.625,"1,55,555",Petrol,0.2777775
434,Mercedes Benz A Class A 180 Sport Petrol,Mercedes,0.75,"15,00,000",Petrol,0.035
435,Chevrolet Beat LS Diesel,Chevrolet,0.875,"2,10,000",Diesel,0.055
436,Ford EcoSport Trend 1.5L TDCi,Ford,0.75,"4,95,000",Diesel,0.095
437,Tata Indigo LS,Tata,0.875,"1,25,000",Diesel,0.175
438,Hyundai i20 Magna 1.2,Hyundai,0.625,"1,95,000",Petrol,0.09
439,Volkswagen Vento Highline Plus 1.5 Diesel AT,Volkswagen,0.8333333333333334,"5,50,000",Diesel,0.085
440,Renault Kwid RXT,Renault,0.8333333333333334,"2,70,000",Petrol,0.1075
442,Ford EcoSport Titanium 1.5L TDCi,Ford,0.7916666666666666,"5,00,000",Diesel,0.1
443,Honda Amaze 1.5 E i DTEC,Honda,0.875,"2,40,000",Diesel,0.4
444,Hyundai Verna 1.6 EX VTVT,Hyundai,0.9166666666666666,"8,00,000",Petrol,0.03
445,BMW 5 Series 520d Sedan,BMW,0.6666666666666666,"12,99,000",Diesel,0.1225
446,Skoda Superb 1.8 TFSI AT,Skoda,0.6666666666666666,"5,30,000",Petrol,0.17
447,Audi Q3 2.0 TDI quattro Premium,Audi,0.75,"14,99,000",Diesel,0.0925
448,Mahindra Bolero DI BSII,Mahindra,0.7083333333333334,"2,20,000",Diesel,0.148665
449,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,0.6666666666666666,Ask For Price,Petrol,0.04
450,Mahindra Scorpio S10,Mahindra,0.8333333333333334,"9,00,000",Diesel,0.243
451,Ford Figo Duratorq Diesel Titanium 1.4,Ford,0.7083333333333334,"2,50,000",Diesel,0.2475
452,Maruti Suzuki Wagon R VXI BS IV,Maruti,0.9583333333333334,"3,95,000",Petrol,0.06375
453,Mahindra Logan Diesel 1.5 DLS,Mahindra,0.5833333333333334,"1,30,000",Petrol,0.165
454,Tata Nano GenX XMA,Tata,0.625,"32,000",Petrol,0.1100125
455,Mahindra TUV300 T4 Plus,Mahindra,0.875,"5,40,000",Diesel,0.0875
456,Mahindra TUV300 T4 Plus,Mahindra,0.875,"5,40,000",Diesel,0.0875
457,Hyundai Elite i20 Magna 1.2,Hyundai,0.8333333333333334,"4,05,000",Petrol,0.07
458,Hyundai Elite i20 Magna 1.2,Hyundai,0.8333333333333334,"4,00,000",Petrol,0.075
459,Honda City SV,Honda,0.9166666666666666,"7,60,000",Petrol,0.01
460,Maruti Suzuki Baleno Delta 1.2,Maruti,0.875,"5,00,000",Petrol,0.07
461,Ford Figo Petrol LXI,Ford,0.6666666666666666,"1,75,000",Petrol,0.1875
462,Mahindra Scorpio S10,Mahindra,0.8333333333333334,"9,00,000",Diesel,0.243
463,Honda City,Honda,0.9166666666666666,"7,50,000",Petrol,0.0075
464,Hyundai Elite i20 Magna 1.2,Hyundai,0.8333333333333334,"4,19,000",Petrol,0.05
465,Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,0.375,"90,000",Petrol,0.125
466,Hyundai Eon Era Plus,Hyundai,0.9583333333333334,"1,40,000",Petrol,0.005275
467,Mitsubishi Pajero Sport Limited Edition,Mitsubishi,0.8333333333333334,"15,40,000",Petrol,0.108055
468,Hyundai i10 Magna 1.2 Kappa2,Hyundai,0.5416666666666666,"2,75,000",Petrol,0.2505
469,Toyota Corolla H2,Toyota,0.3333333333333333,"1,50,000",Petrol,0.25
470,Maruti Suzuki Swift Dzire Tour VXi,Maruti,0.6666666666666666,"2,30,000",Petrol,0.0001625
471,Tata Indigo CS eLS BS IV,Tata,0.8333333333333334,"1,23,000",Diesel,0.25
472,Mahindra Scorpio S10,Mahindra,0.8333333333333334,"9,00,000",Diesel,0.243
473,Mahindra Scorpio S10,Mahindra,0.8333333333333334,"9,00,000",Diesel,0.243
474,Hyundai Xcent Base 1.1 CRDi,Hyundai,0.875,"3,00,000",Diesel,0.35
475,Honda City,Honda,0.8333333333333334,"4,99,999",Petrol,0.1375
476,Hyundai Accent Executive Edition,Hyundai,0.5833333333333334,"1,65,000",Petrol,0.12
477,Maruti Suzuki Baleno Delta 1.2,Maruti,0.875,"4,98,000",Petrol,0.055
478,Tata Zest XE 75 PS Diesel,Tata,0.9583333333333334,"4,80,000",Diesel,0.2588825
479,Maruti Suzuki Dzire LDI,Maruti,0.9166666666666666,"4,88,000",Diesel,0.2
480,Tata Sumo Gold LX BS IV,Tata,0.7916666666666666,"2,50,000",Diesel,0.2475
481,Toyota Corolla Altis GL Petrol,Toyota,0.625,"2,20,000",Petrol,0.145
482,Maruti Suzuki Eeco 7 STR,Maruti,0.75,"2,90,000",LPG,0.175
483,Toyota Fortuner 3.0 4x2 MT,Toyota,0.8333333333333334,"15,25,000",Diesel,0.3
484,Mahindra XUV500 W6,Mahindra,0.75,"5,48,900",Diesel,0.1245
485,Tata Tigor Revotron XZ,Tata,1.0,"6,50,000",Diesel,0.00025
486,Maruti Suzuki 800,Maruti,0.25,"55,000",Petrol,0.20469
487,Maruti Suzuki Ertiga Vxi,Maruti,0.8333333333333334,"5,50,000",Petrol,0.1875
488,Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,0.375,"90,000",Petrol,0.125
489,Honda Mobilio S i DTEC,Honda,0.7916666666666666,"3,99,000",Diesel,0.11
490,Maruti Suzuki Ertiga,Maruti,0.875,"7,30,000",Diesel,0.1375
491,Maruti Suzuki Vitara Brezza,Maruti,0.9166666666666666,"7,25,000",Diesel,0.09
492,Hyundai Verna 1.6 CRDI E,Hyundai,0.875,"1,95,000",Diesel,0.14
493,Maruti Suzuki Swift VXI BSIII,Maruti,0.5,"1,30,000",Petrol,0.155
494,Toyota Fortuner 3.0 4x2 MT,Toyota,0.8333333333333334,"15,25,000",Diesel,0.3
495,Maruti Suzuki Omni Select Variant,Maruti,0.7916666666666666,"1,90,000",Petrol,0.01505
496,Honda Amaze,Honda,0.75,"2,50,000",Diesel,0.13925
497,Tata Indica,Tata,0.4166666666666667,"80,000",Petrol,0.105
498,Hyundai Santro Xing,Hyundai,0.3333333333333333,"1,20,000",Petrol,0.125
499,Maruti Suzuki Zen Estilo,Maruti,0.625,"1,49,000",Petrol,0.0875
500,Maruti Suzuki Wagon R LXI BS IV,Maruti,0.7916666666666666,"2,50,000",Petrol,0.04625
501,Maruti Suzuki Wagon R,Maruti,0.5,"1,20,000",Petrol,0.0175
502,Honda Brio VX AT,Honda,0.9166666666666666,"4,50,000",Petrol,0.0275
503,Hyundai Xcent Base 1.1 CRDi,Hyundai,0.8333333333333334,Ask For Price,Diesel,0.45
504,Maruti Suzuki Zen LXi BSII,Maruti,0.3333333333333333,"99,999",Petrol,0.1325
505,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,0.5416666666666666,"1,35,000",Petrol,0.0575
506,Maruti Suzuki Wagon R Select Variant,Maruti,0.875,"2,25,000",Diesel,0.08875
507,Maruti Suzuki Alto LXi BS III,Maruti,0.625,"99,000",Petrol,0.055335
508,Renault Kwid RXT,Renault,1.0,"3,70,000",Petrol,0.0025
509,Tata Nano Lx BSIV,Tata,0.625,"52,000",Petrol,0.0225
510,Jaguar XE XE Portfolio,Jaguar,0.875,"28,00,000",Petrol,0.02125
511,Hyundai Xcent S 1.2,Hyundai,0.8333333333333334,Ask For Price,Petrol,0.0875
512,Hyundai Eon Magna Plus,Hyundai,0.7916666666666666,"1,90,000",Petrol,0.0875
513,Honda City 1.5 S MT,Honda,0.7916666666666666,"4,99,000",Petrol,0.055
514,Hindustan Motors Ambassador,Hindustan,0.2916666666666667,"90,000",Diesel,0.0625
515,Maruti Suzuki Ritz GENUS VXI,Maruti,0.625,"1,49,000",Petrol,0.1
516,Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,0.9166666666666666,"4,00,000",Petrol,0.05
517,Hyundai Eon D Lite Plus,Hyundai,0.875,"1,20,000",Petrol,0.2175
518,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,0.8333333333333334,"2,50,000",Petrol,0.1375
519,Maruti Suzuki Wagon R VXI BS IV,Maruti,0.9166666666666666,"3,75,000",Petrol,0.0575
520,Honda Amaze 1.2 VX i VTEC,Honda,0.7916666666666666,"3,81,000",Petrol,0.015
521,Maruti Suzuki Estilo VXi ABS BS IV,Maruti,0.75,"1,80,000",Petrol,0.1625
522,Maruti Suzuki Vitara Brezza LDi O,Maruti,0.875,"5,80,000",Diesel,0.0625
523,Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,0.8333333333333334,"2,78,000",Petrol,0.0975
524,Toyota Innova 2.0 V,Toyota,0.5833333333333334,Ask For Price,Diesel,0.038935
525,Hyundai Creta 1.6 SX Plus Petrol AT,Hyundai,0.875,"10,00,000",Petrol,0.02
526,Mahindra Scorpio Vlx BSIV,Mahindra,0.75,"6,90,000",Diesel,0.1875
527,Maruti Suzuki Ertiga VDi,Maruti,0.7083333333333334,"4,80,000",Diesel,0.1275
528,Mitsubishi Lancer 1.8 LXi,Mitsubishi,0.4583333333333333,"85,000",Petrol,0.125
529,Maruti Suzuki Maruti 800 AC,Maruti,0.25,"40,000",Petrol,0.1875
530,Maruti Suzuki Alto 800 LXI CNG O,Maruti,0.8333333333333334,"90,000",Petrol,0.1395
531,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,0.8333333333333334,"3,40,000",Petrol,0.1325
532,Hyundai Eon D Lite Plus,Hyundai,0.9583333333333334,"2,60,000",Petrol,0.0625
533,Ford Fiesta SXi 1.6 ABS,Ford,0.5833333333333334,"2,50,000",Petrol,0.141
534,Maruti Suzuki Ritz VDi,Maruti,0.625,"1,80,000",Diesel,0.1804
535,Hyundai Verna Fluidic New,Hyundai,0.7083333333333334,"3,50,000",Diesel,0.025
536,Maruti Suzuki Wagon R LXi BS III,Maruti,0.4583333333333333,"90,001",Petrol,0.12
537,Maruti Suzuki Estilo LX BS IV,Maruti,0.5,"1,15,000",Petrol,0.09
538,Audi A6 2.0 TDI Premium,Audi,0.7083333333333334,"15,99,000",Diesel,0.02875
539,Maruti Suzuki Wagon R LXi BS III,Maruti,0.3333333333333333,"1,30,000",Petrol,0.3325
540,Maruti Suzuki Wagon R,Maruti,0.5833333333333334,"1,59,000",Petrol,0.0675
541,Maruti Suzuki Wagon R,Maruti,0.5833333333333334,"1,60,000",Petrol,0.0875
542,Maruti Suzuki Alto,Maruti,0.625,"1,10,000",Petrol,0.1375
543,Maruti Suzuki Baleno Sigma 1.2,Maruti,0.875,"4,25,000",Petrol,0.1
544,Hyundai Verna 1.6 SX VTVT AT,Hyundai,1.0,"9,00,000",Petrol,0.005
545,Maruti Suzuki Swift GLAM,Maruti,0.5833333333333334,"1,50,000",Petrol,0.1125
546,Hyundai Getz Prime 1.3 GVS,Hyundai,0.5833333333333334,"1,10,000",Petrol,0.05
547,Hyundai Santro,Hyundai,0.20833333333333334,"51,999",Petrol,0.22
548,Hyundai Getz Prime 1.3 GLX,Hyundai,0.5833333333333334,"1,15,000",Petrol,0.05
549,Chevrolet Beat PS Diesel,Chevrolet,0.7083333333333334,"2,15,000",Diesel,0.163555
550,Ford EcoSport Trend 1.5 Ti VCT,Ford,0.9166666666666666,"5,80,000",Petrol,0.025
551,Maruti Suzuki Dzire ZXI,Maruti,0.75,"3,80,000",Petrol,0.0875
552,Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,0.75,"3,50,000",Diesel,0.2925
553,Tata Indica V2 DLG,Tata,0.4166666666666667,"35,000",Diesel,0.375
554,BMW X1 xDrive20d xLine,BMW,0.6666666666666666,"11,50,000",Diesel,0.18
555,Hyundai i20 Asta 1.2,Hyundai,0.625,"3,00,000",Petrol,0.026875
556,Honda City 1.5 V AT,Honda,0.5833333333333334,"2,69,000",Petrol,0.1375
557,Tata Nano,Tata,0.75,"60,000",Petrol,0.017
558,Chevrolet Cruze LTZ AT,Chevrolet,0.7916666666666666,"4,00,000",Diesel,0.1025
559,Hyundai Verna Fluidic New,Hyundai,0.8333333333333334,"4,30,000",Diesel,0.1825
561,Maruti Suzuki Swift Dzire VDi,Maruti,0.6666666666666666,"1,40,000",Diesel,0.1625
562,Mahindra XUV500 W6,Mahindra,0.7916666666666666,"85,00,003",Diesel,0.1125
563,Mahindra XUV500 W10,Mahindra,0.9583333333333334,"12,99,000",Diesel,0.1
564,Maruti Suzuki Alto K10 LXi CNG,Maruti,0.7916666666666666,"1,99,000",Petrol,0.0925
565,Hyundai Accent GLE,Hyundai,0.4583333333333333,"90,000",Petrol,0.1375
566,Force Motors One SUV,Force,0.75,"5,50,000",Diesel,0.35
567,Datsun Go Plus T O,Datsun,0.875,Ask For Price,Petrol,1.25e-05
568,Maruti Suzuki Alto,Maruti,1.0,"2,65,000",Petrol,0.0245
569,Chevrolet Spark 1.0 LT,Chevrolet,0.6666666666666666,"1,00,000",Petrol,0.0675
570,Hyundai i10,Hyundai,0.5833333333333334,"2,15,000",Petrol,0.0675
571,Toyota Etios Liva GD,Toyota,0.7083333333333334,"3,80,000",Diesel,0.05
572,Renault Duster 85PS Diesel RxL Optional with Nav,Renault,0.75,"4,01,919",Diesel,0.1448075
573,Chevrolet Enjoy,Chevrolet,0.7916666666666666,"4,90,000",Diesel,0.0755025
574,Maruti Suzuki Alto 800 Lxi,Maruti,0.9166666666666666,"2,80,000",Petrol,0.0155
575,BMW 5 Series 530i,BMW,0.5833333333333334,"6,50,000",Petrol,0.093795
576,Toyota Etios Liva G,Toyota,0.7916666666666666,"1,60,000",Petrol,0.06163
577,Mahindra Jeep MM 550 XDB,Mahindra,0.375,"4,24,000",Diesel,0.0009575
578,Chevrolet Beat LS Diesel,Chevrolet,0.875,"2,25,000",Diesel,0.2375
579,Chevrolet Cruze LTZ,Chevrolet,0.6666666666666666,"3,50,000",Diesel,0.0875
580,Jeep Wrangler Unlimited 4x4 Diesel,Jeep,0.8333333333333334,"9,50,000",Diesel,0.00882
581,Maruti Suzuki Ertiga VDi,Maruti,0.75,"4,85,000",Diesel,0.13125
582,Hyundai Verna VGT CRDi SX ABS,Hyundai,0.625,"2,05,000",Diesel,0.11975
583,Maruti Suzuki Omni,Maruti,0.7083333333333334,"1,60,000",Petrol,0.035
584,Maruti Suzuki Celerio VDi,Maruti,0.9583333333333334,"3,10,000",Petrol,0.0925
585,Tata Zest Quadrajet 1.3,Tata,0.9166666666666666,"1,80,000",Diesel,0.225
586,Mahindra XUV500 W6,Mahindra,0.75,"5,49,900",Diesel,0.132
587,Tata Indigo CS eLX BS IV,Tata,0.875,"1,50,000",Diesel,0.26
588,Hyundai i10 Era,Hyundai,0.6666666666666666,"1,75,000",Petrol,0.075
589,Tata Indigo eCS LX TDI BS III,Tata,0.7916666666666666,"95,000",Diesel,0.4875
590,Tata Indigo LX TDI BS III,Tata,0.875,"2,30,000",Diesel,0.26
591,Tata Indigo eCS LX CR4 BS IV,Tata,0.875,"2,30,000",Diesel,0.26
592,Tata Indigo Marina LS,Tata,0.375,"1,80,000",Diesel,0.175
594,Hyundai Xcent SX 1.2,Hyundai,0.8333333333333334,"4,00,000",Diesel,0.1075
595,Hyundai Eon Magna Plus,Hyundai,0.75,"1,85,000",Petrol,0.0575
596,Renault Duster 85 PS RxL Diesel,Renault,0.8333333333333334,"3,85,000",Diesel,0.1275
597,Maruti Suzuki Alto K10 LXi CNG,Maruti,0.5833333333333334,"90,000",Petrol,0.155
598,Tata Nano LX Special Edition,Tata,0.625,"32,000",Petrol,0.12002
600,Renault Duster 110 PS RxZ Diesel,Renault,0.75,"4,35,000",Diesel,0.0975
601,Maruti Suzuki Wagon R AX BSIV,Maruti,0.625,"2,25,000",Petrol,0.1
602,Maruti Suzuki Swift,Maruti,0.4583333333333333,"1,89,700",Petrol,0.1206175
603,Maruti Suzuki Ertiga,Maruti,0.7083333333333334,"3,89,700",Diesel,0.0975
604,Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,0.7916666666666666,"3,65,000",Petrol,0.0575
