,title,movie_id,tags
457,Six Days Seven Nights,6068,"when quinn, a grouchy pilot living the good life in the south pacific, agrees to transfer a savvy fashion editor, robin, to tahiti, he ends up stranded on a deserted island with her after their plane crashes. the pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads. action adventure comedy romance overleven familyguy harrisonford anneheche davidschwimmer jacquelineobradors temueramorrison allisonjanney cliffcurtis dannytrejo kerryrossall douglasweston benbode derekbasco amysedaris priscillataylor longnguyen johnkoyama jensung jakefeagai michaelchapman e.kalaniflores pingwu greggorman hoytrichards odilecorso cynthialangbridge jodykono michaellushing puakaholokula roydinsonjr. donnahaku reritavajobe nataliegoss christianmartson jamesedwardsclafani jasons.nichols tajmahal fredlunt carlosandrade kestersmith patcockett waynejacintho michaelbarretto rudycosta panchograham mervynlilo gordonlilo afathompson javankaiama nicolemaldonado iele aldoparo ericlaufiso wayneaqino visevitale lloydchandler elliotm.kaplan stephenconteh johnkirsch jewelmcdonald nikorusakov theresasan-nicholas stevestafford ivanreitman"
458,Yogi Bear,41515,"jellystone park has been losing business, so greedy mayor brown decides to shut it down and sell the land. that means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, yogi and boo boo will be tossed out of the only home they've ever known. faced with his biggest challenge ever, yogi must prove that he really is ""smarter than the average bear"" as he and boo boo join forces with their old nemesis ranger smith to find a way to save jellystone park from closing forever. comedy family animation adventure picnic sandwich bear 3d yogi danaykroyd justintimberlake annafaris tomcavanagh christinetaylor t.j.miller natecorddry andrewdaly davidstott gregjohnson patriciaaldersley timmclachlan vernonhayden deanknowsley ericbrevig"
459,Spirit: Stallion of the Cimarron,9023,"as a wild stallion travels across the frontiers of the old west, he befriends a young human and finds true love with a mare. western animation adventure comedy family humanbeing freedom mustang rivalry wildlife animation cavalry indianwar eyebrow wildhorse mattdamon jamescromwell danielstudi chopperbernet jefflebeau johnrubano richardmcgonagle mattlevin adampaul robertcait charlesnapier meredithwells zahnmcclarnon michaelhorse donaldfullilove kellyasbury lornacook"
460,Zookeeper,38317,"a comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. the man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that mother nature knows best when it comes to love. comedy romance family talkinganimal scientist germanaccent ostrich monkey bullfrog cardealership duringcreditsstinger kevinjames rosariodawson sylvesterstallone nicknolte jonfavreau adamsandler juddapatow thomasgottschalk kenjeong donniewahlberg lesliebibb natfaxon cher joerogan faizonlove mayarudolph basrutten steffianadelacruz crystalthemonkey nicholasturturro jackiesandler danmarshall frankcoraci"
461,Lost in Space,2157,"the prospects for continuing life on earth in the year 2058 are grim. so the robinsons are launched into space to colonize alpha prime, the only other inhabitable planet in the galaxy. but when a stowaway sabotages the mission, the robinsons find themselves hurtling through uncharted space. adventure family sciencefiction timetravel sabotage deepspaceexplorer garyoldman williamhurt mattleblanc mimirogers heathergraham laceychabert jackjohnson jaredharris markgoddard lenniejames martakristen junelockhart adamsims angelacartwright johnsharian abigailcanton richardsaperstein dicktufeld garya.hecker edwardfox stephenhopkins"
462,The Manchurian Candidate,14462,"when his army unit was ambushed during the first gulf war, sergeant raymond shaw saved his fellow soldiers just as his commanding officer, then-captain ben marco, was knocked unconscious. brokering the incident for political capital, shaw eventually becomes a vice-presidential nominee, while marco is haunted by dreams of what happened -- or didn't happen -- in kuwait. as marco (now a major) investigates, the story begins to unravel, to the point where he questions if it happened at all. is it possible the entire unit was kidnapped and brainwashed to believe shaw is a war hero as part of a plot to seize the white house? some very powerful people at manchurian global corporation appear desperate to stop him from finding out. drama thriller mystery senator gulfwar canoe kuwait conspiracy warhero u.s.congress implant denzelwashington merylstreep lievschreiber jonvoight kimberlyelise verafarmiga jeffreywright simonmcburney brunoganz anndowd tedlevine miguelferrer deanstockwell charlesnapier judeciccolella tomstechschulte pabloschreiber anthonymackie robynhitchcock obbababatundé zeljkoivanek adamlefevre josepablocantillo davidkeeley beausia davidneumann joshuaelrod tymberlycanale marinireland jonathandemme"
463,Déjà Vu,161795,"l.a. shop owner dana and englishman sean meet and fall in love at first sight, but sean is married and dana is to marry her business partner alex. romance drama love american pin stranger ruby stephendillane victoriafoyt vanessaredgrave michaelbrandon glynisbarber vernondobtcheff graydongould noelharrison avivamarks annamassey rachelkempson henryjaglom"
464,Hotel Transylvania 2,159824,"when the old-old-old-fashioned vampire vlad arrives at the hotel for an impromptu family get-together, hotel transylvania is in for a collision of supernatural old-school and modern day cool. animation comedy family transylvania hotel witch technology magic mummy dracula skeleton onlychild backpacker marriage frankenstein wolfman zombie movingout invisibleman newlife adamsandler andysamberg selenagomez kevinjames stevebuscemi davidspade keegan-michaelkey asherblinkoff frandrescher mollyshannon meganmullally nickofferman danacarvey robriggle melbrooks jonnysolomon chriskattan sadiesandler sunnysandler jonlovitz robertsmigel avaacres genndytartakovsky"
465,Fantasia 2000,49948,"blending lively music and brilliant animation, this sequel to the original 'fantasia' restores 'the sorcerer's apprentice' and adds seven new shorts. animation family music orchestra musicalsegments stevemartin itzhakperlman quincyjones bettemidler jamesearljones pennjillette teller jameslevine angelalansbury wayneallwine tonyanselmo russitaylor jamesalgar donhahn gaëtanbrizzi paulbrizzi ericgoldberg hendelbutoy francisglebas pixotehunt"
466,The Time Machine,2135,"hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races. sciencefiction adventure action future timemachine guypearce markaddy phyllidalaw siennaguillory laurakirk joshstamberg johnw.momrow maxbaker jeffreym.meyer jeremyirons alanyoung myndycrist connieray orlandojones lennieloftin thomascoreyrobinson samanthamumba omeromumba yanceyarias richardcetrone edwardconna chrissayour jeremyfitzgerald doriankingi dougjones chonajason alexmadison simonwells"
467,Mighty Joe Young,9822,"as a child living in africa, jill young saw her mother killed while protecting wild gorillas from poachers led by andrei strasser. now an adult, jill cares for an orphaned gorilla named joe -- who, due to a genetic anomaly, is 15 feet tall. when gregg o'hara arrives from california and sees the animal, he convinces jill that joe would be safest at his wildlife refuge. but strasser follows them to the u.s., intent on capturing joe for himself. action adventure family fantasy gorilla dyinganddeath charlizetheron radeserbedzija billpaxton reginaking peterfirth naveenandrews davidpaymer robertwisdom christianclemenson geoffreyblake richardriehle rayharryhausen johnalexander deborahkellner margueritemoreau vickidavis ronunderwood"
468,Swordfish,9705,"rogue agent gabriel shear is determined to get his mitts on $9 billion stashed in a secret drug enforcement administration account. he wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. enter stanley jobson, a n'er-do-well encryption expert who can log into anything. action crime thriller femalenudity hacker terrorism violence ex-con wire losangelesinternationalairport(lax) misdirection aftercreditsstinger johntravolta hughjackman halleberry doncheadle samshepard vinniejones dreadematteo rudolfmartin zachgrenier camryngrimes angelopagan chicdaniel kirkb.r.woller carmenargenziano timdekay lauralane taitruppert craigbraun williammapother iliavolok jonathanfraser shawnwoods leolee marinablack kerrykletter ryanwulff anntravolta margarettravolta danahee denneypierce jefframsey joeybox debbieevans samtravolta timstorms jasonchristopher jonathanpessin scottburkholder marksoper craiglally rustymcclennon markriccardi debbieentin nataliasokolova anikapoitier nickloren tommorris richardhouseholder michaelarias brendaeimers timothyomundson astridveillon deanraderduval dominicsena"
469,The Legend of Zorro,1656,"having spent the last 10 years fighting injustice and cruelty, alejandro de la vega is now facing his greatest challenge: his loving wife elena has thrown him out of the house! elena has filed for divorce and found comfort in the arms of count armand, a dashing french aristocrat. but alejandro knows something she doesn't: armand is the evil mastermind behind a terrorist plot to destroy the united states. and so, with his marriage and the county's future at stake, it's up to zorro to save two unions before it's too late. action adventure california spy fathersonrelationship mexico hero marriagecrisis swordfight divorce americancivilwar antoniobanderas catherinezeta-jones adriánalonsobarona juliooscarmechoso nickchinlund alexabenedetti rufussewell raúlméndez brandonwood michaelemerson pedroarmendárizjr. marycrosby giovannazacarías albertoreyes gustavosánchezparra carloscobos tonyamendola martincampbell"
470,What Dreams May Come,12159,"chris neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. there is one thing missing: his wife. after he dies, his wife, annie killed herself and went to hell. chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven. drama fantasy romance paradise soul underworld heaven painting hell afterlife spiritism robinwilliams cubagoodingjr. annabellasciorra maxvonsydow jessicabrooksgrant joshpaddock rosalindchao lucindajenney maggiemccarthy carinsprague wilmabonet mattsalinger junecarryl wernerherzog benjaminbrock londonfreeman phaedraneitzel tomo'reilly vincentward"
471,Little Nicky,9678,"after the lord of darkness decides he will not cede his thrown to any of his three sons, the two most powerful of them escape to earth to create a kingdom for themselves. this action closes the portal filtering sinful souls to hell and causes satan to wither away. he must send his most weak but beloved son, little nicky, to earth to return his brothers to hell. comedy fantasy romance fathersonrelationship brothersisterrelationship mephisto bulldogg adamsandler patriciaarquette harveykeitel rhysifans tomlisterjr. rodneydangerfield allencovert peterdante jonathanloughran robertsmigel reesewitherspoon danacarvey jonlovitz kevinnealon michaelmckean ozzyosbourne quentintarantino jackiesandler troybrown erinnbartlett stevenbrill"
472,The Brothers Grimm,4442,"folklore collectors and con artists, jake and will grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. however, they are put to the test when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage. adventure fantasy action comedy thriller brotherbrotherrelationship literature aftercreditsstinger heathledger mattdamon mackenziecrook rogerashton-griffiths peterstormare jonathanpryce monicabellucci lenaheadey richardridings barboralukesová petrratimec annarust jeremyrobson radimkalvoda martinhofmann josefpepanos harrygilliam miroslavtáborský marikasarahprocházková tomášhanák terrygilliam"
473,Mars Attacks!,75,"'we come in peace' is not what those green men from mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor. this star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s. comedy fantasy sciencefiction savingtheworld totaldestruction whitehouse mars usapresident cataclysm lasergun ambassador congress pest flyingsaucer jacknicholson glennclose annettebening piercebrosnan dannydevito martinshort sarahjessicaparker michaelj.fox rodsteiger tomjones natalieportman lukashaas sylviasidney lisamarie jimbrown pamgrier jackblack joedonbaker o-lanjones christinaapplegate josephmoynihan tommybush timburton"
474,Evolution,330770,11-year-old nicolas lives with his mother in a seaside housing estate. the only place that ever sees any activity is the hospital. it is there that all the boys from the village are forced to undergo strange medical trials that attempt to disrupt the phases of evolution. mystery drama horror nurse sea beach boy pregnant blood womandirector maxbrebant roxaneduran julie-marieparmentier mathieugoldfeld nissimrenard pablo-noéetienne nathalielegosles lucilehadzihalilovic
475,The Edge,9433,"the plane carrying wealthy charles morse crashes down in the alaskan wilderness. together with the two other passengers, photographer robert and assistant stephen, charles devises a plan to help them reach civilization. however, his biggest obstacle might not be the elements, or even the kodiak bear stalking them -- it could be robert, whom charles suspects is having an affair with his wife and would not mind seeing him dead. action adventure drama photographer grizzlybear wilderness airplane supermodel emergencylanding suspense survival bear animalhorror alecbaldwin anthonyhopkins ellemacpherson haroldperrineau l.q.jones kathleenwilhoite leetamahori"
476,Surrogates,19959,"set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates. action sciencefiction thriller clone dystopia brucewillis radhamitchell rosamundpike jamescromwell vingrhames helenamattsson boriskodjoe iannovick devinratray jacknoseworthy dannyf.smith jeffreydeserrano michaelcudlitz trevordonovan jenniferalden michaelphilip jamesfrancisginty andrewhaserlat justingoodrich rachelsterling metagolding taylorcole jordanbelfi j.l.highsmith lisahernandez kirkhawkins nicholaspurcell maxmurphy victorwebster valerieazlynn davidklefeker chadwilliams mikerandy michaeldemello ronmurphy davidconley bruce-robertserafin codychristian toddcahoon ellathomas gabrielolds eamonbrooks rickmalambri anyamonzikova jonathanmostow"
477,Thirteen Days,11973,"dramatisation of the cuban missile crisis, the nuclear standoff with the ussr sparked by the discovery by the americans of missle bases established on the soviet allied island of cuba. shown from the perspective of the us president, john f kennedy, his staff and advisors. drama thriller usapresident atomicbomb johnf.kennedy kubakrise threat kevincostner brucegreenwood stevenculp dylanbaker shawndriscoll drakecook rogerdonaldson"
478,Daylight,11228,a group of armed robbers fleeing the police head for the new jersey tunnel and run right into trucks transporting toxic waste. the spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. kit latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses. action adventure thriller taxi newjersey helicopter river hero taxidriver raceagainsttime guard survival disaster newyorkcity explosion poweroutage dog trapped flood tunnel christmas trappedunderground actionhero sylvesterstallone amybrenneman viggomortensen danhedaya jayo.sanders karenyoung danielleharris clairebloom colinfox barrynewman stanshaw vanessabellcalloway sagestallone renolysantiago trinamcgee-davis marcellothedford markrolston leeoakes robcohen
479,Walking With Dinosaurs,77951,"walking with dinosaurs 3d is a film depicting life-like 3d dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. the film is based on the 1999 documentary television miniseries walking with dinosaurs, produced by the bbc. walking with dinosaurs 3d is being produced by evergreen studios, the company that produced happy feet, and it is was released on october 11, 2013. animation family adventure dinosaur 3d charlierowe justinlong karlurban angourierice johnleguizamo skylerstone tiyasircar claysavage michaelleone katiesilverman madisonmoellers marymouser barrycook neilnightingale"
480,Battlefield Earth,5491,"in the year 3000, man is no match for the psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. led by the powerful terl, the psychlos are stripping earth clean of its natural resources, using the broken remnants of humanity as slaves. what is left of the human race has descended into a near primitive state. after being captured, it is up to tyler to save mankind. action sciencefiction war basedonnovel post-apocalyptic dystopia mining fighterjet alieninvasion scientology cavemen bureaucrat cityruin johntravolta barrypepper forestwhitaker kimcoates sabinekarsenti christiantessier sylvainlandry michaelbyrne richardtyson christopherfreeman shaunaustin-olsen timpost earlpastko michelperron andybradshaw taitruppert rogerchristian"
481,Looney Tunes: Back in Action,10715,"bugs bunny and daffy duck are up to their feuding ways again. tired of playing second fiddle to bugs, daffy has decided to leave the studio for good. he is aided by warner bros.' humor impaired vice president of comedy, kate houghton, who releases him from his contract and instructs wb security guard/aspiring stunt man dj drake to capture and ""escort"" daffy off the studio lot. animation comedy family spy duck bunny wretch filmindustry liveactionandanimation brendanfraser jennaelfman stevemartin timothydalton heatherlocklear joancusack marclawrence robertpicardo ronperlman billgoldberg donstanton danstanton dickmiller rogercorman kevinmccarthy matthewlillard maryworonov billmckinney georgemurdock vernonwells leorossi archiehahn allangraf joealaskey jeffbennett billywest ericgoldberg caseykasem frankwelker austyncuccia marie-claudejacques michaelazria danromanelli ryano'dell tarawilson taneemccall gelseyweiss brendamaehamilton lizramos emilyrosezachary beccasweitzer janinagarraway alyshawheeler mickiduran chijohnson chijohnson shealanspencer shantilowry brandonhenschel ericagudis johnmunrocameron petergraves glenhambly louiskiss nikkimartin lauraorrico robertparigi deanricca joedante"
482,Nine,10197,"arrogant, self-centered movie director guido contini finds himself struggling to find meaning, purpose, and a script for his latest film endeavor. with only a week left before shooting begins, he desperately searches for answers and inspiration from his wife, his mistress, his muse, and his mother. drama music romance memory sidewalkcafe roomkey drivingacar coastline stairway searchformeaning sequins singingphotograph slidingdownapole costumedesigner duringcreditsstinger 1960s judidench danielday-lewis marioncotillard penélopecruz sophialoren nicolekidman katehudson fergie rickytognazzi enzocilenti giuseppecederna eliogermano andreadistefano robertonobile robmarshall"
483,Timeline,9562,a group of archaeological students become trapped in the past when they go there to retrieve their professor. the group must survive in 14th century france long enough to be rescued. action adventure sciencefiction professor timetravel quantummechanics hundredyears'war excavation laroque knight medievaltimes paulwalker franceso'connor gerardbutler billyconnolly davidthewlis annafriel nealmcdonough mattcraven ethanembry michaelsheen lambertwilson martoncsokas rossifsutherland davidlahaye stevekahan christiantessier richarddonner
484,The Postman,9922,"in 2013 there are no highways, no i-ways, no dreams of a better tomorrow, only scattered survivors across what was once the unites states. into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for shakespeare and something yet undiscovered: the power to inspire hope. drama adventure usa post postman army apocalypse kevincostner willpatton oliviawilliams larenztate tompetty giovanniribisi jamesrusso danielvonbargen scottbairstow robertamaxwell joesantos ronmclarty peggylipton briananthonywilson toddallen rexlinn shawnhatosy ryanhurst charlesesten anniecostner tyo'neal marystuartmasterson bettymoyer dylanhaggerty lilycostner kevincostner"
485,Babe: Pig in the City,9447,"babe, fresh from his victory in the sheepherding contest, returns to farmer hoggett's farm, but after farmer hoggett is injured and unable to work, babe has to go to the big city to save the farm. adventure comedy drama family fantasy piggybank shortageofmoney pig farm piglet talkinganimal talkingdog dog chimpanzee talkingpig jamescromwell marystein mickeyrooney magdaszubanski e.g.daily dannymann glenneheadly stevenwright jamescosmo nathankress mylesjeffrey stanleyralphross russitaylor adamgoldberg eddiebarth billcapizzi miriammargolyes hugoweaving roscoeleebrowne christianmanon richardhuggett georgemiller"
486,The Last Witch Hunter,274854,"the modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the black death upon the world and putting an end to the human race once and for all. armies of witch hunters have battled this unnatural enemy for centuries, including kaulder, a valiant warrior who many years ago slayed the all-powerful witch queen, decimating her followers in the process. in the moments right before her death, the queen cursed kaulder with immortality, forever separating him from his beloved wife and daughter. today, kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family. fantasy action adventure newyork witch uprising witchhunter vindiesel roseleslie elijahwood ólafurdarriólafsson renaowen julieengelbrecht michaelcaine josephgilgun isaachdebankolé sloanecoombs dawnolivieri inbarlavi bextaylor-klaus aimeecarrero armanijackson samaralee stephaniebertoni kurtangle davidwhalen jackerdie toussaintraphaelabessolo allegracarpenter breckeisner"
487,Red Planet,8870,"astronauts search for solutions to save a dying earth by searching on mars, only to have the mission go terribly awry. thriller action sciencefiction mars future astronaut science catastrophe valkilmer carrie-annemoss benjaminbratt tomsizemore simonbaker terencestamp jessicamorton carolinebossi bobneill antonyhoffman"
488,Arthur and the Invisibles,9992,"arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless arthur's grandfather returns to sign some papers and pay off the family debt. arthur discovers that the key to success lies in his own descent into the land of the minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. somewhere among them is hidden a pile of rubies, too. can arthur be of stout heart and save the day? romance beckons as well, and a villain lurks. adventure fantasy animation family grandfathergrandsonrelationship wretch treasurehunt disappearance family fantasyworld freddiehighmore miafarrow roncrawford pennybalfour dougrand adamlefevre jeanbejotenjamba sauljephcott leedelong christianerickson ericballiet oxmopuccino robertwilliambradford jerrydigiacomo bienvenuekindoki valérykokokingue abakoïta vincentmendy matharlickagueye toniodescanvelle madonna mylènefarmer jimmyfallon robertdeniro emilioestevez snoopdogg davidbowie lucbesson"
489,Oceans,36970,"an ecological drama/documentary, filmed throughout the globe. part thriller, part meditation on the vanishing wonders of the sub-aquatic world. documentary family ocean sea fish whale duringcreditsstinger piercebrosnan jacquesperrin riemiyazawa aldobaglio matthiasbrandt lancelotperrin manologarcia pedroarmendárizjr. jacquesperrin jacquescluzaud"
490,A Sound of Thunder,10077,"when a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways. thriller sciencefiction adventure action dyinganddeath timetravel romance dinosaur heikemakatsch arminrohde davidoyelowo wilfriedhochholdinger edwardburns jemimarooper benkingsley augustzirner catherinemccormack alvinvanderkuech williamarmstrong coreyjohnson andrewblanchard scottbellefeville nikitalespinasse sai-kityung hohonchou anezkanovak antoninhausknecht johnhyams peterhyams"
491,Pompeii,76649,"set in 79 a.d., pompeii tells the epic story of milo, a slave turned invincible gladiator who finds himself in a race against time to save his true love cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt roman senator. as mount vesuvius erupts in a torrent of blazing lava, milo must fight his way out of the arena in order to save his beloved as the once magnificent pompeii crumbles around him. action adventure history romance drama gladiator arena gladiatorfight lava roman forbiddenlove naturaldisaster epic disaster slave towninpanic vulcan volcaniceruption pompeii 3d kitharington carrie-annemoss emilybrowning adewaleakinnuoye-agbaje jessicalucas jaredharris joepingue kiefersutherland curriegraham ronkennell rebeccaeady sasharoiz jeanfrenette dylanschombing maximesavaria tombishopsr. jean-francoislachapelle dalmarabuzeid emmanuelkabongo brockjohnson kristinanicoll janinetheriault markwhelan anaïsfrenette donnachristo thomasstumpo rodneyalexandre melanthablackthorne zachburke milancarmona jimmychimarios jaydacosta chrisgonsalves derekherd patrickkerton johnnylarocque paulw.s.anderson"
492,Top Cat Begins,293644,top cat has arrived to charm his way into your hearts! ever wonder how this scheming feline got his start? well top cat begins reveals the origins of everything you know and love about this classic comedy hero. what follows is an adventure so crazy that it has to be seen to be believed! comedy animation 3d jasonharris davidhoffman billlobley darindepaul marieveherington davidboat andréscouturier
493,A Beautiful Mind,453,"at princeton university, john nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. he finally makes a revolutionary breakthrough that will eventually earn him the nobel prize. after graduate school he turns to teaching, becoming romantically involved with his student alicia. meanwhile the government asks his help with breaking soviet codes, which soon gets him involved in a terrifying conspiracy plot. nash grows more and more paranoid until a discovery that turns his entire world upside down. now it is only with alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today.. drama romance individual schizophrenia massachusetts loveofone'slife intelligence mathematician marketeconomy economictheory princetonuniversity nobelprize mathematicaltheorem m.i.t. mathematics delusion russellcrowe edharris jenniferconnelly christopherplummer paulbettany adamgoldberg joshlucas anthonyrapp jasongray-stanford juddhirsch austinpendleton viviencardone jilliesimon victorsteinbach tanyaclarke thomasf.walsh jessedoran kentcassella patrickblindauer johnblaylock roythinnes anthonyeaston cherylhoward joshpais davidb.allen michaelesper erikvanwyck rancehoward janejenkins dariusstone valentinacardinalli teaglef.bougere amywalz traceytoomey jenniferweedon yvonnethomas hollypitrago isadorerosenfeld ronhoward"
494,The Lion King,8587,a young lion cub named simba can't wait to be king. but his uncle craves the title for himself and will stop at nothing to get it. family animation drama lossofparents wildboar uncle shaman redemption king scar hyena meerkat jonathantaylorthomas matthewbroderick jamesearljones jeremyirons moirakelly niketacalame erniesabella nathanlane robertguillaume rowanatkinson whoopigoldberg cheechmarin jimcummings madgesinclair josephwilliams jasonweaver sallydworsky laurawilliams zoeleader frankwelker judim.durand daamenj.krall davidmccharen marylindaphillips philproctor davidj.randolph evansaucedo briantochi rogerallers robminkoff
495,Journey 2: The Mysterious Island,72545,"sean anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island. adventure action sciencefiction mission mysteriousisland missingperson duringcreditsstinger 3d dwaynejohnson joshhutcherson kristindavis vanessahudgens luisguzmán michaelcaine annacolwell stephencaudill branscomberichmond walterbankson bradpeyton"
496,Cloudy with a Chance of Meatballs 2,109451,"after the disastrous food storm in the first film, flint and his friends are forced to leave the town. flint accepts the invitation from his idol chester v to join the live corp company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. when flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world. animation family comedy inventor food scientist billhader annafaris jamescaan willforte andysamberg benjaminbratt neilpatrickharris terrycrews kristenschaal codycameron melissasturm krispearn craigkellman khamanigriffin bridgethoffman codycameron krispearn"
497,Red Dragon,9533,"former fbi agent will graham, who was once almost killed by the savage hannibal 'the cannibal' lecter, now has no choice but to face him again, as it seems lecter is the only one who can help graham track down a new serial killer. crime thriller horror psychopath serialkiller fbiagent anthonyhopkins edwardnorton ralphfiennes harveykeitel emilywatson philipseymourhoffman mary-louiseparker anthonyheald kenleung frankiefaison tylerpatrickjones frankwhaley billduke laloschifrin brettratner"
498,Hidalgo,2023,"set in 1890, this is the story of a pony express courier who travels to arabia to compete with his horse, hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world... western adventure horserace horse racehorse viggomortensen zuleikharobinson omarsharif adamalexi-malle louiselombard silascarson harshnayyar c.thomashowell j.k.simmons adonimaropis joshuawolfcoleman saïdtaghmaoui victortalmadge petermensah frankymwangi floydredcrowwesterman joejohnston"
499,Jack and Jill,71880,"jack sadelstein, a successful advertising executive in los angeles with a beautiful wife and kids, dreads one event each year: the thanksgiving visit of his twin sister jill. jill's neediness and passive-aggressiveness is maddening to jack, turning his normally tranquil life upside down. comedy duringcreditsstinger adamsandler katieholmes alpacino eugenioderbez timmeadows nickswardson allencovert elodietougne danacarvey davidspade normmacdonald santiagosegura rohanchand rachelreynolds rubenrabasa sadiesandler katiecockrell kelliecockrell owenbenjamin johnnydepp johnmcenroe dennisdugan"
500,2 Fast 2 Furious,584,"it's a major double-cross when former police officer brian o'conner teams up with his ex-con buddy roman pearce to transport a shipment of ""dirty"" money for shady miami-based import-export dealer carter verone. but the guys are actually working with undercover agent monica fuentes to bring verone down. action crime thriller miami carrace sportscar losangeles car automobileracing paulwalker tyresegibson evamendes colehauser ludacris jamesremar devonaoki thombarry amaurynolasco michaelealy jinau-yeung markboonejunior mogallini roberto'sanz'sanchez johncenatiempo ericetebari nealh.moritz edwardfinlay troybrown coreymichaeleubanks sammymaloof troyrobinson joseperez sincerelya.ward nievecitadubuque tequillahill bettinahuffer phuongtuyetvo feleciarafield mateoherreros walter'duke'foster zacharyl.mann kerryrossall marcmacaulay cobetteharper limaryagosto tonybolano taracarroll mariannem.arreaga tamarajones johnsingleton"
501,The Little Prince,309809,"based on the best-seller book 'the little prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. everything will change when accidentally she discovers her neighbor that will tell her about the story of the little prince that he once met. adventure animation fantasy philosophy utopia airplane adventure dystopia littleboy growingup neighbor motherdaughterrelationship school oldman littlegirl crazy basedonchildren'sbook story socialdifferences 3d jeffbridges rachelmcadams paulrudd marioncotillard jamesfranco beniciodeltoro rickygervais budcort paulgiamatti rileyosborne albertbrooks mackenziefoy guillaumecanet vincentcassel andrédussollier florenceforesti guillaumegallienne laurentlafitte vincentlindon pascallégitimus markosborne"
502,The Invasion,4858,"washington, d.c. psychologist carol bennell and her colleague dr. ben driscoll are the only two people on earth who are aware of an epidemic running rampant through the city. they discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late. sciencefiction thriller remake alien escape alieninvasion alieninfection sleeping doppelganger newsreport textmessaging siren contamination nicolekidman danielcraig jeremynortham jeffreywright jacksonbond veronicacartwright josefsommer celiaweston rogerrees ericbenjamin susanfloyd stephanieberry alexisraben adamlefevre joannamerlin malinåkerman michaelstoneforrest oliverhirschbiegel jamesmcteigue"
503,The Adventures of Rocky & Bullwinkle,17711,"rocky and bullwinkle have been living off the finances made from the reruns of their cartoon show. boris and natasha somehow manage to crossover into reality and team up with fearless leader, an evil criminal turned media mogul with some evil plans up his sleeve. rocky and bullwinkle must stop the three of them before they wreak havoc. action adventure animation comedy family adventure cartoon comedy breakingthefourthwall talkingtothecamera roadmovie celebritycameo renerusso jasonalexander piperperabo randyquaid robertdeniro jonathanwinters juneforay keithscott janeanegarofalo carlreiner johngoodman kenanthompson kelmitchell davidalangrier drenadeniro lilynicksay janeedithwilson markholton tarajip.henson whoopigoldberg desmcanuff"
